CustomerId	CustomerName	AveragePurchaseValue	PurchaseFrequency	CustomerLifespan	CustomerLifetimeValue	BillingAddress	BillingCity	BillingState	BillingCountry	BillingPostalCode
3	François Tremblay	1.04	38	3.5315068493150683	139.57	110 Raeburn Pl	"Edinburgh "		United Kingdom	EH4 1HH
3	François Tremblay	1.04	38	3.5315068493150683	139.57	113 Lupus St	London		United Kingdom	SW1V 3EN
3	François Tremblay	1.04	38	3.5315068493150683	139.57	12,Community Centre	Delhi		India	110017
3	François Tremblay	1.04	38	3.5315068493150683	139.57	120 S Orange Ave	Orlando	FL	USA	32801
3	François Tremblay	1.04	38	3.5315068493150683	139.57	1498 rue Bélanger	Montréal	QC	Canada	H2G 1A7
3	François Tremblay	1.04	38	3.5315068493150683	139.57	1600 Amphitheatre Parkway	Mountain View	CA	USA	94043-1351
3	François Tremblay	1.04	38	3.5315068493150683	139.57	162 E Superior Street	Chicago	IL	USA	60611
3	François Tremblay	1.04	38	3.5315068493150683	139.57	194A Chain Lake Drive	Halifax	NS	Canada	B3S 1C5
3	François Tremblay	1.04	38	3.5315068493150683	139.57	202 Hoxton Street	London		United Kingdom	N1 5LH
3	François Tremblay	1.04	38	3.5315068493150683	139.57	2211 W Berry Street	Fort Worth	TX	USA	76110
3	François Tremblay	1.04	38	3.5315068493150683	139.57	230 Elgin Street	Ottawa	ON	Canada	K2P 1L7
3	François Tremblay	1.04	38	3.5315068493150683	139.57	3 Chatham Street	Dublin	Dublin	Ireland	
3	François Tremblay	1.04	38	3.5315068493150683	139.57	3,Raj Bhavan Road	Bangalore		India	560001
3	François Tremblay	1.04	38	3.5315068493150683	139.57	302 S 700 E	Salt Lake City	UT	USA	84102
3	François Tremblay	1.04	38	3.5315068493150683	139.57	307 Macacha Güemes	Buenos Aires		Argentina	1106
3	François Tremblay	1.04	38	3.5315068493150683	139.57	319 N. Frances Street	Madison	WI	USA	53703
3	François Tremblay	1.04	38	3.5315068493150683	139.57	4, Rue Milton	Paris		France	75009
3	François Tremblay	1.04	38	3.5315068493150683	139.57	421 Bourke Street	Sidney	NSW	Australia	2010
3	François Tremblay	1.04	38	3.5315068493150683	139.57	5112 48 Street	Yellowknife	NT	Canada	X1A 1N6
3	François Tremblay	1.04	38	3.5315068493150683	139.57	541 Del Medio Avenue	Mountain View	CA	USA	94040-111
3	François Tremblay	1.04	38	3.5315068493150683	139.57	627 Broadway	New York	NY	USA	10012-2612
3	François Tremblay	1.04	38	3.5315068493150683	139.57	68, Rue Jouvence	Dijon		France	21000
3	François Tremblay	1.04	38	3.5315068493150683	139.57	69 Salem Street	Boston	MA	USA	2113
3	François Tremblay	1.04	38	3.5315068493150683	139.57	696 Osborne Street	Winnipeg	MB	Canada	R3L 2B9
3	François Tremblay	1.04	38	3.5315068493150683	139.57	700 W Pender Street	Vancouver	BC	Canada	V6C 1G8
3	François Tremblay	1.04	38	3.5315068493150683	139.57	796 Dundas Street West	Toronto	ON	Canada	M6J 1V1
3	François Tremblay	1.04	38	3.5315068493150683	139.57	8, Rue Hanovre	Paris		France	75002
3	François Tremblay	1.04	38	3.5315068493150683	139.57	801 W 4th Street	Reno	NV	USA	89503
3	François Tremblay	1.04	38	3.5315068493150683	139.57	8210 111 ST NW	Edmonton	AB	Canada	T6G 2C7
3	François Tremblay	1.04	38	3.5315068493150683	139.57	9, Place Louis Barthou	Bordeaux		France	33000
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Av. Brigadeiro Faria Lima, 2170	São José dos Campos	SP	Brazil	12227-000
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Av. Paulista, 2022	São Paulo	SP	Brazil	01310-200
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Barbarossastraße 19	Berlin		Germany	10779
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Berger Straße 10	Frankfurt		Germany	60316
3	François Tremblay	1.04	38	3.5315068493150683	139.57	C/ San Bernardo 85	Madrid		Spain	28015
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Calle Lira, 198	Santiago		Chile	
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Celsiusg. 9	Stockholm		Sweden	11230
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Erzsébet krt. 58.	Budapest		Hungary	H-1073
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Grétrystraat 63	Brussels		Belgium	1000
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Klanova 9/506	Prague		Czech Republic	14700
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Lijnbaansgracht 120bg	Amsterdam	VV	Netherlands	1016
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Ordynacka 10	Warsaw		Poland	00-358
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Porthaninkatu 9	Helsinki		Finland	00530
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Praça Pio X, 119	Rio de Janeiro	RJ	Brazil	20040-020
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Qe 7 Bloco G	Brasília	DF	Brazil	71020-677
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Rilská 3174/6	Prague		Czech Republic	14300
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Rotenturmstraße 4, 1010 Innere Stadt	Vienne		Austria	1010
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Rua Dr. Falcão Filho, 155	São Paulo	SP	Brazil	01007-010
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Rua da Assunção 53	Lisbon		Portugal	
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Rua dos Campeões Europeus de Viena, 4350	Porto		Portugal	
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Sønder Boulevard 51	Copenhagen		Denmark	1720
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Tauentzienstraße 8	Berlin		Germany	10789
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Theodor-Heuss-Straße 34	Stuttgart		Germany	70174
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Ullevålsveien 14	Oslo		Norway	0171
3	François Tremblay	1.04	38	3.5315068493150683	139.57	Via Degli Scipioni, 43	Rome	RM	Italy	00192
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	1 Infinite Loop	Cupertino	CA	USA	95014
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	1 Microsoft Way	Redmond	WA	USA	98052-8300
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	1033 N Park Ave	Tucson	AZ	USA	85719
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	11, Place Bellecour	Lyon		France	69002
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	110 Raeburn Pl	"Edinburgh "		United Kingdom	EH4 1HH
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	113 Lupus St	London		United Kingdom	SW1V 3EN
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	12,Community Centre	Delhi		India	110017
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	120 S Orange Ave	Orlando	FL	USA	32801
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	1498 rue Bélanger	Montréal	QC	Canada	H2G 1A7
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	1600 Amphitheatre Parkway	Mountain View	CA	USA	94043-1351
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	162 E Superior Street	Chicago	IL	USA	60611
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	194A Chain Lake Drive	Halifax	NS	Canada	B3S 1C5
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	202 Hoxton Street	London		United Kingdom	N1 5LH
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	2211 W Berry Street	Fort Worth	TX	USA	76110
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	230 Elgin Street	Ottawa	ON	Canada	K2P 1L7
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	3 Chatham Street	Dublin	Dublin	Ireland	
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	3,Raj Bhavan Road	Bangalore		India	560001
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	302 S 700 E	Salt Lake City	UT	USA	84102
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	307 Macacha Güemes	Buenos Aires		Argentina	1106
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	319 N. Frances Street	Madison	WI	USA	53703
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	4, Rue Milton	Paris		France	75009
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	421 Bourke Street	Sidney	NSW	Australia	2010
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	5112 48 Street	Yellowknife	NT	Canada	X1A 1N6
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	541 Del Medio Avenue	Mountain View	CA	USA	94040-111
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	627 Broadway	New York	NY	USA	10012-2612
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	68, Rue Jouvence	Dijon		France	21000
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	69 Salem Street	Boston	MA	USA	2113
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	696 Osborne Street	Winnipeg	MB	Canada	R3L 2B9
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	700 W Pender Street	Vancouver	BC	Canada	V6C 1G8
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	796 Dundas Street West	Toronto	ON	Canada	M6J 1V1
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	8, Rue Hanovre	Paris		France	75002
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	801 W 4th Street	Reno	NV	USA	89503
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	8210 111 ST NW	Edmonton	AB	Canada	T6G 2C7
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	9, Place Louis Barthou	Bordeaux		France	33000
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Av. Brigadeiro Faria Lima, 2170	São José dos Campos	SP	Brazil	12227-000
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Av. Paulista, 2022	São Paulo	SP	Brazil	01310-200
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Barbarossastraße 19	Berlin		Germany	10779
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Berger Straße 10	Frankfurt		Germany	60316
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	C/ San Bernardo 85	Madrid		Spain	28015
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Calle Lira, 198	Santiago		Chile	
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Celsiusg. 9	Stockholm		Sweden	11230
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Erzsébet krt. 58.	Budapest		Hungary	H-1073
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Grétrystraat 63	Brussels		Belgium	1000
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Klanova 9/506	Prague		Czech Republic	14700
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Lijnbaansgracht 120bg	Amsterdam	VV	Netherlands	1016
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Ordynacka 10	Warsaw		Poland	00-358
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Porthaninkatu 9	Helsinki		Finland	00530
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Praça Pio X, 119	Rio de Janeiro	RJ	Brazil	20040-020
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Qe 7 Bloco G	Brasília	DF	Brazil	71020-677
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Rilská 3174/6	Prague		Czech Republic	14300
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Rotenturmstraße 4, 1010 Innere Stadt	Vienne		Austria	1010
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Rua Dr. Falcão Filho, 155	São Paulo	SP	Brazil	01007-010
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Rua da Assunção 53	Lisbon		Portugal	
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Rua dos Campeões Europeus de Viena, 4350	Porto		Portugal	
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Sønder Boulevard 51	Copenhagen		Denmark	1720
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Tauentzienstraße 8	Berlin		Germany	10789
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Theodor-Heuss-Straße 34	Stuttgart		Germany	70174
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Ullevålsveien 14	Oslo		Norway	0171
4	Bjørn Hansen	1.04	38	4.7534246575342465	187.86	Via Degli Scipioni, 43	Rome	RM	Italy	00192
5	František Wichterlová	1.07	38	3.410958904109589	138.69	1 Infinite Loop	Cupertino	CA	USA	95014
5	František Wichterlová	1.07	38	3.410958904109589	138.69	1 Microsoft Way	Redmond	WA	USA	98052-8300
5	František Wichterlová	1.07	38	3.410958904109589	138.69	1033 N Park Ave	Tucson	AZ	USA	85719
5	František Wichterlová	1.07	38	3.410958904109589	138.69	11, Place Bellecour	Lyon		France	69002
5	František Wichterlová	1.07	38	3.410958904109589	138.69	110 Raeburn Pl	"Edinburgh "		United Kingdom	EH4 1HH
5	František Wichterlová	1.07	38	3.410958904109589	138.69	113 Lupus St	London		United Kingdom	SW1V 3EN
5	František Wichterlová	1.07	38	3.410958904109589	138.69	12,Community Centre	Delhi		India	110017
5	František Wichterlová	1.07	38	3.410958904109589	138.69	120 S Orange Ave	Orlando	FL	USA	32801
5	František Wichterlová	1.07	38	3.410958904109589	138.69	1498 rue Bélanger	Montréal	QC	Canada	H2G 1A7
